,address,speed,heading,timestamp,rssi,receiver,callsign,altitude,latitude,longitude,distance
3170,4864EC,,,2025-05-25T10:18:04.755532097+02:00,-89.46759189784869,zi-5067,,21250.0,51.98768,5.64846,87.1917319975904
18732,3C7A50,,,2025-05-25T12:23:56.248835645+02:00,-89.46759189784869,zi-5067,,40000.0,51.963,6.50223,39.14547874931066
3710,48597D,,,2025-05-25T10:23:13.645955317+02:00,-89.48184173339304,zi-5067,,22975.0,51.9205,5.93842,72.13262344347928
11148,4CAE61,,,2025-05-25T10:55:44.871411728+02:00,-89.4960893000359,zi-5067,,38000.0,51.67461,6.00311,85.84868219864671
6342,484CB7,,,2025-05-25T10:33:38.64007521+02:00,-89.4960893000359,zi-5067,,19100.0,52.08693,5.58725,88.30926141440953
20367,504E7E,,,2025-05-25T12:30:48.575596158+02:00,-89.4960893000359,zi-5067,,35000.0,51.89177,5.90033,76.00162222769912
17379,461FA8,,,2025-05-25T11:42:39.095350623+02:00,-89.51033459886071,zi-5067,,35025.0,52.07101,5.69845,81.28037050275017
19483,4843F3,,,2025-05-25T12:27:40.050893709+02:00,-89.51033459886071,zi-5067,,21025.0,51.86238,6.04686,69.49977112836868
1305,511188,,,2025-05-24T22:03:31.801532553+02:00,-89.52457763095005,zi-5067,,38000.0,52.2702,6.38941,32.08423097446329
9947,4852F6,,,2025-05-25T10:48:05.681230175+02:00,-89.52457763095005,zi-5067,,21350.0,52.21513,6.49943,24.56621449125878
4298,48520D,,,2025-05-25T10:24:29.996081935+02:00,-89.53881839738561,zi-5067,,26425.0,52.25354,6.90083,3.3341460337061557
10854,4D23FC,,,2025-05-25T10:51:45.008607765+02:00,-89.55305689924829,zi-5067,,36000.0,52.45464,6.61173,29.23666860640699
15614,3C6581,,,2025-05-25T11:30:00.186314593+02:00,-89.56729313761804,zi-5067,,35000.0,51.62132,5.91517,94.31891878000299
4547,3946E5,,,2025-05-25T10:24:59.158189911+02:00,-89.56729313761804,zi-5067,,37975.0,52.36267,6.65794,19.343203428851247
15822,4784C2,,,2025-05-25T11:36:59.949116977+02:00,-89.58152711357403,zi-5067,,37000.0,51.99675,6.5936,32.42680134199873
13102,738055,,,2025-05-25T11:07:28.6187074+02:00,-89.59575882819453,zi-5067,,21325.0,51.82572,5.8535,82.6657567263152
6058,4CA8D5,,,2025-05-25T10:31:45.81215539+02:00,-89.59575882819453,zi-5067,,37000.0,52.30559,6.42197,30.57800535052049
14573,A7E941,,,2025-05-25T11:15:53.028766175+02:00,-89.59575882819453,zi-5067,,42975.0,52.20282,6.45164,27.97205355489167
2745,471F32,,,2025-05-25T10:16:21.641637591+02:00,-89.60998828255698,zi-5067,,35025.0,52.09373,5.92056,65.94532165779424
1373,44CE6C,,,2025-05-24T22:03:40.758838862+02:00,-89.60998828255698,zi-5067,,39000.0,52.65901,6.44081,54.59393140724826
15951,4852F4,,,2025-05-25T11:37:29.329926504+02:00,-89.60998828255698,zi-5067,,15150.0,51.90285,6.01944,68.42589040845633
5227,4CAE1A,,,2025-05-25T10:29:06.010297086+02:00,-89.62421547773793,zi-5067,,28750.0,52.03158,6.68463,25.922251512666634
3337,471F55,,,2025-05-25T10:18:41.453925911+02:00,-89.63844041481312,zi-5067,,36600.0,51.91687,6.01941,67.58105698939477
18430,3C7A4D,,,2025-05-25T12:22:54.315770981+02:00,-89.65266309485736,zi-5067,,39000.0,52.32312,6.1628,48.20884024611129
17334,C2B52B,,,2025-05-25T11:42:27.518531693+02:00,-89.65266309485736,zi-5067,,24000.0,51.85575,6.05896,69.29538999655081
11052,4CA625,,,2025-05-25T10:55:03.365611539+02:00,-89.66688351894472,zi-5067,,38000.0,51.89741,6.16153,60.901902630705635
17110,484ACB,,,2025-05-25T11:41:38.363050106+02:00,-89.68110168814832,zi-5067,,21700.0,52.50224,6.66359,32.109002808900144
16360,406440,,,2025-05-25T11:38:56.053748399+02:00,-89.68110168814832,zi-5067,,38000.0,52.16121,5.65567,82.39549771712666
14762,3C6573,,,2025-05-25T11:18:21.465205988+02:00,-89.68110168814832,zi-5067,,32625.0,52.00694,5.25131,112.68071996095036
19037,4843F3,,,2025-05-25T12:25:04.296162669+02:00,-89.68110168814832,zi-5067,,16200.0,52.05702,5.68253,82.71670629945824
16887,3C4DD2,,,2025-05-25T11:40:52.379232117+02:00,-89.68110168814832,zi-5067,,16275.0,52.11786,5.7373,77.59250080457849
3012,3C48F0,,,2025-05-25T10:17:19.752662655+02:00,-89.69531760354047,zi-5067,,37950.0,52.03011,5.96519,65.21273746156092
