,address,speed,heading,timestamp,rssi,receiver,callsign,altitude,latitude,longitude,distance
11324,48978A,,,2025-05-25T10:58:04.076375924+02:00,-310.7670349313132,zi-5110,,25725.0,52.27188,6.88341,4.044558393630349
5677,46B82F,,,2025-05-25T10:30:36.826982809+02:00,-41.7025179095939,zi-5110,,26825.0,52.22461,6.91208,4.0155965587434235
11322,48978A,,,2025-05-25T10:58:03.529574011+02:00,-39.3427248675025,zi-5110,,25700.0,52.27179,6.88207,3.9972728070428487
7510,4841A5,,,2025-05-25T10:36:50.931834229+02:00,-133.72789536966474,zi-5110,,27975.0,52.2459,6.9155,3.989477003260335
11843,502D29,,,2025-05-25T11:00:23.665529598+02:00,-62.27800574841812,zi-5110,,26700.0,52.22453,6.80446,3.9854793891859783
5905,46B82F,,,2025-05-25T10:31:18.772038113+02:00,-53.51308251259687,zi-5110,,25425.0,52.2567,6.80733,3.9715252502576623
11284,48978A,,,2025-05-25T10:57:46.927497272+02:00,-171.75840590783324,zi-5110,,25425.0,52.26924,6.82724,3.9611442731307216
6797,48418D,,,2025-05-25T10:34:56.023468074+02:00,-113.09641904145327,zi-5110,,27800.0,52.24699,6.91437,3.939508904966677
11321,48978A,,,2025-05-25T10:58:02.985645692+02:00,-331.9112833273373,zi-5110,,25700.0,52.27171,6.88019,3.938332949107462
4244,48520D,,,2025-05-25T10:24:23.601848728+02:00,-151.8540417637937,zi-5110,,26625.0,52.24679,6.9144,3.9365541091621425
4485,48520D,,,2025-05-25T10:24:49.815305032+02:00,-196.79138700664723,zi-5110,,25850.0,52.27439,6.85884,3.9356037808461104
6937,48418D,,,2025-05-25T10:35:20.92875165+02:00,-141.60031779625356,zi-5110,,27550.0,52.27419,6.85944,3.9141768358789646
11319,48978A,,,2025-05-25T10:58:02.548017622+02:00,-36.449279828276445,zi-5110,,25700.0,52.27162,6.87881,3.8939492859462943
